id,facilityId,catalogItemId,programId,equipmentTrackingId,yearOfInstallation,functionalStatus,utilization,voltageStabilizer,backupGenerator,voltageRegulator,manualTemperatureGauge,remoteTemperatureMonitor,lastModifierId,modifiedDate,referenceName,reasonNotWorkingOrNotInUse,decommissionDate
dcb2e345-13d4-4cff-b4b4-8e4aeb6f8570,14139778-f2b0-4c54-949c-4e0a604bb3b5,01c25d53-97d9-406a-837b-5930c378deb7,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1964,UNSERVICEABLE,ACTIVE,UNKNOWN,YES,YES,BUILD_IN,NO_RTM,,,enim in,,
1d919281-02ea-4c15-9038-17ee21b46e4a,e5c97014-9fa8-4615-ae14-5407b2c7f7d8,a55f7dc1-bfa0-4cfb-b6d0-72d00604d9e8,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1974,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,YES,NO,PAIRED,PAIRED,,,interdum mauris,,
718b147e-0e9c-4958-9a1c-3cdfa2636b4f,4727183c-1e84-4ce4-b499-c9645a96d1bf,8b494a53-159a-4a68-a151-3c391a111c62,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2006,FUNCTIONING,IN_STORE_FOR_ALLOCATION,YES,UNKNOWN,YES,BUILD_IN,PAIRED,,,viverra,,
1be2d52a-4e9e-4707-a1dc-40cdd1592bd0,a2749da3-4287-44c7-8cab-a7d139d5dca7,679211a7-f5dc-41c7-95da-9212a3483eb2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1968,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,UNKNOWN,UNKNOWN,NO_GAUGE,NO_RTM,,,ante,,
34b14a96-c9ad-405c-87b6-79850932b733,e9ab6ccd-290c-4b42-9207-0f9e30da146c,b20bd042-f402-47bb-a727-5a16032e27a3,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1952,FUNCTIONING,ACTIVE,NO,YES,UNKNOWN,PAIRED,PAIRED,,,libero quis orci,,
b0611e95-1d6b-4a93-867a-3e5920cf85fa,9db071d8-636a-4da7-aa1b-48e05234cfab,ed660760-a6ee-4144-ab1a-b0432fcc2551,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2017,FUNCTIONING,NOT_IN_USE,UNKNOWN,UNKNOWN,NO,NO_GAUGE,PAIRED,,,quis,,
a6f6a40d-962f-495b-84d8-e4212704ea90,a6e34b4f-4df8-4c43-afeb-eb3f8d1a09ce,53d09a8a-9f54-477b-a2df-a97219e54e1d,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1983,FUNCTIONING,ACTIVE,NO,UNKNOWN,NO,BUILD_IN,PAIRED,,,rhoncus aliquet pulvinar,,
3c5f7d7b-3755-45f5-98b6-7f1df7550440,ca323a70-f70c-4717-895e-4804ffc11b14,53d09a8a-9f54-477b-a2df-a97219e54e1d,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1959,FUNCTIONING,IN_STORE_FOR_ALLOCATION,UNKNOWN,NO,YES,NO_GAUGE,NO_RTM,,,venenatis lacinia aenean,,
6b3be508-ab19-45f4-9a01-dfe4f24e1299,0ac095df-b617-445c-985c-4a9f5b7d5707,0a02a8ea-981d-4fba-9246-049e77fa2c10,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2007,UNSERVICEABLE,NOT_IN_USE,NOT_APPLICABLE,YES,UNKNOWN,NO_GAUGE,PAIRED,,,elit proin,,
222a0e60-662e-4859-9b2f-11e10aa0cdd8,5c5aabe3-80ca-4dc7-bcc2-3d1c3b141302,ad3bf358-0fa7-4932-a65e-4f57c90b49f1,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1974,UNSERVICEABLE,NOT_IN_USE,NO,NO,YES,BUILD_IN,NO_RTM,,,aliquam convallis nunc,,
fef6a562-6e75-4ce8-912a-90629b6cde41,5a9fbea5-6b06-4454-b8ec-3247b456b50d,3156574c-81d8-454c-a95a-f3ec5647cb9d,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1986,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,UNKNOWN,YES,PAIRED,NO_RTM,,,vivamus in felis,,
c78298e3-c5e3-4dc0-acc8-b7c93a4ab2c7,57ef25b6-8575-4401-aa6d-07e62be21277,1dcf6c52-67f0-4062-b9b9-7660c6c58576,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1969,FUNCTIONING,NOT_IN_USE,YES,YES,NO,BUILD_IN,PAIRED,,,luctus tincidunt,,
c01619d0-d4ac-4c76-bccf-2a95a62a00e4,3aa5c8ed-a671-4db6-99c1-649d89cd2c44,a4426c8d-d788-4528-973c-a315f2cf5062,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1977,UNSERVICEABLE,NOT_IN_USE,UNKNOWN,YES,YES,BUILD_IN,PAIRED,,,lectus suspendisse,,
f288839e-edd8-4c1c-9059-edd19dc59a94,58d69a5a-3dd5-49ca-b8b8-a88fc90be3f3,995251dc-1e8c-4dd4-831c-3aff36f6490f,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1963,AWAITING_REPAIR,ACTIVE,YES,NOT_APPLICABLE,UNKNOWN,PAIRED,BUILD_IN,,,libero convallis,,
e91de755-424f-4007-bb72-3dcf745d1f26,587d7728-3528-446c-a32c-5d4e364e9073,58fccbe0-ca28-4591-9243-076c50298fd0,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1955,UNSERVICEABLE,ACTIVE,NO,NOT_APPLICABLE,UNKNOWN,NO_GAUGE,PAIRED,,,ante nulla justo,,
3df94ee3-24b3-4d2d-8832-6089532f7a7e,a328565e-38d4-4951-96a6-107625ecb088,058c1208-f0ef-4a9d-824d-800c39dfa64b,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1988,FUNCTIONING,ACTIVE,NO,UNKNOWN,NO,BUILD_IN,BUILD_IN,,,sapien,,
76fc00ce-cf8a-4958-81f9-abccaa9c295a,5cc424b5-f4a1-4d20-bbfd-aa89faed48bc,9504138d-fc0e-4ae1-b863-b1657510497b,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1992,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NO,UNKNOWN,YES,NO_GAUGE,BUILD_IN,,,vel augue,,
8340b9b1-85ec-4049-9f85-2965c13765e9,2155ea5a-0926-4d65-bd3a-757fc2c3f01b,73e65df6-960a-4d05-9eee-fe2ec8c7a3bf,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2010,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,UNKNOWN,NOT_APPLICABLE,YES,PAIRED,BUILD_IN,,,aliquam lacus morbi,,
81ba80a7-70a1-440e-ac3a-42de1394e980,8cac992b-25e4-458e-84de-bd86f463b8e5,31ff757f-6831-46a7-a729-8be6e433e70b,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1986,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,UNKNOWN,UNKNOWN,NO,BUILD_IN,BUILD_IN,,,interdum mauris non,,
abaad56f-6087-44ce-b00b-c9285adb45b6,ea90a48e-3d2d-4818-8360-839058222902,84e64212-16ec-4a9e-9272-6a1e47132fcb,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2003,FUNCTIONING,NOT_IN_USE,YES,UNKNOWN,NO,BUILD_IN,BUILD_IN,,,leo maecenas,,
bec9ac25-7fd2-471b-854c-4b2c7a0cb70b,a4f61be4-d511-4e62-92e8-7eb0fae9d837,6685c752-9101-4853-bc42-fdc1d1e9ac3a,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1996,UNSERVICEABLE,NOT_IN_USE,YES,UNKNOWN,NOT_APPLICABLE,NO_GAUGE,BUILD_IN,,,pede justo,,
fe545b11-074e-4f92-be60-c3b02d658468,aa616b1b-88bb-49f5-a013-6c4b9c04cb99,ef438164-45fa-4ddb-ba53-a87cd4eb1629,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1950,UNSERVICEABLE,ACTIVE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO_GAUGE,PAIRED,,,iaculis,,
6fc1ab57-8d0a-4f6a-b333-f56a17b03f5b,faf0b3e5-9f6c-42f9-a679-465e121ed20d,742f83b6-c736-475e-ad90-6f3e47cf9fd5,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1994,FUNCTIONING,ACTIVE,YES,YES,UNKNOWN,BUILD_IN,PAIRED,,,in,,
309dad97-fc5d-4dd7-a315-bfd2abc1fdb9,c40698c9-3403-484c-b550-205d2ca224cb,5b7ea7ac-7725-4ea4-8934-73f828940226,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2005,FUNCTIONING,NOT_IN_USE,NOT_APPLICABLE,NOT_APPLICABLE,YES,NO_GAUGE,PAIRED,,,nibh,,
80b94922-9a71-453d-995f-978df4e86e87,75f1cd8f-b30a-433b-9b61-c3ed35904e01,389c6403-1b82-4cd0-9938-d818985f55bf,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1979,FUNCTIONING,NOT_IN_USE,YES,UNKNOWN,YES,BUILD_IN,NO_RTM,,,pede lobortis ligula,,
c850fade-0ae6-49ce-8595-6e8d57576fbc,10c6a93c-f4e2-48c6-8602-77147a17bcbc,e914d89c-3cb8-455b-820d-4e1dc85ec0af,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1964,UNSERVICEABLE,NOT_IN_USE,YES,UNKNOWN,UNKNOWN,PAIRED,PAIRED,,,augue,,
2bdf63ad-015d-4c7c-9704-56d3b3b0db34,6137d458-6141-43d6-ab2d-897e7e109cf7,7f1cb943-5168-4178-811f-60ba4d82587f,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1963,AWAITING_REPAIR,NOT_IN_USE,YES,YES,NOT_APPLICABLE,BUILD_IN,PAIRED,,,sollicitudin mi sit,,
b6401ec6-4c54-4d00-9799-44e48e164fdb,54ddcd4c-1ef9-4ee6-98e1-bb0eb0e6cd68,2c8c8e17-e996-48d1-95eb-53d4b0c254d0,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2004,FUNCTIONING,NOT_IN_USE,NO,YES,UNKNOWN,PAIRED,PAIRED,,,congue risus semper,,
120c8ce1-642a-4b81-896c-d01cb53b3e44,86dd92ce-ad22-400c-acd3-33292816ca3e,5a4442fe-8789-4d23-b91c-d97db6acf97e,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1988,UNSERVICEABLE,ACTIVE,YES,NO,UNKNOWN,BUILD_IN,BUILD_IN,,,in tempus,,
390ad688-a735-4a86-b0da-f5d52670d0da,0bf4650c-a26c-43c9-9fdd-cb411838a820,c7c43fef-7956-4e8d-9b1a-e04a78bc2658,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1982,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NO,NOT_APPLICABLE,YES,NO_GAUGE,PAIRED,,,nibh,,
b9f9f5a1-fba3-42ec-ab11-cd84e7db1749,d4585b99-df6c-4f56-952c-58c335a479fa,077de81e-5fee-4d7b-8a8e-65514acee3bd,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1993,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,UNKNOWN,YES,NO_GAUGE,BUILD_IN,,,habitasse,,
b85462c6-150a-4181-97f0-eda5757d6b27,37cc24ca-d089-4422-a23b-66835dbe5d94,7f8475fd-c505-4160-ac92-c58f2c075356,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2000,AWAITING_REPAIR,ACTIVE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO_GAUGE,NO_RTM,,,ut ultrices vel,,
0248115e-2cc5-4988-93b1-862530bdea5f,2d1b33d1-a8f0-4018-b089-8ec49fd45c25,b5cc6330-4133-4d9d-a7d7-a0b50d56bca7,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2008,FUNCTIONING,ACTIVE,NO,UNKNOWN,YES,PAIRED,BUILD_IN,,,platea dictumst morbi,,
ccb0a40c-22cd-4e92-bcc3-221455611b0f,bfde1d6b-763f-4be5-9620-1fdbb762d4f0,c84c350d-918f-46ae-a363-eb7b1e9848f2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1953,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,YES,NO,NOT_APPLICABLE,BUILD_IN,PAIRED,,,leo odio condimentum,,
1460274e-9180-470a-803a-ab6f336d4220,d0751d9f-2214-4f73-880f-97999df3b497,243d3549-a335-4d05-9651-95722026a7ac,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1975,FUNCTIONING,ACTIVE,NO,UNKNOWN,NOT_APPLICABLE,PAIRED,BUILD_IN,,,suscipit,,
17379bbd-0b81-4907-9784-7a6574a98d5f,31762575-da08-4947-9dc4-630c9d1e6f85,c2967c9d-8359-4eb8-848b-0d365e3ee762,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1962,UNSERVICEABLE,ACTIVE,NO,NOT_APPLICABLE,UNKNOWN,PAIRED,NO_RTM,,,montes nascetur ridiculus,,
76ea41d1-c1c3-4f78-bb95-0b2842656328,35434f9a-2553-4ffe-9235-b03450f8044d,eff4f87e-8b2f-4018-87ea-94cf1b5629a8,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2016,UNSERVICEABLE,ACTIVE,NO,YES,UNKNOWN,NO_GAUGE,BUILD_IN,,,nibh in,,
384f1dd4-870b-40eb-a7af-33e13809ca70,f62189a0-a3e6-401c-9332-66626d0f72b1,746f8c1a-1962-47f7-b5a2-5e556a45c705,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2016,AWAITING_REPAIR,NOT_IN_USE,NO,NOT_APPLICABLE,YES,NO_GAUGE,NO_RTM,,,et,,
83d8866e-d8f5-472d-9613-11b87a8695cc,303c38ab-8b0b-4631-9ddc-71761f6692fc,d517053d-201c-4c11-b9f7-0bb88c509069,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1952,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,YES,YES,NO_GAUGE,NO_RTM,,,porta volutpat,,
5d644c6d-f342-4b5f-951d-9f045c2569ad,357ea473-93f9-4c1f-923c-5f74c0fee601,506efcb1-1a5e-4cc7-9d8a-691c2029b17b,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1976,AWAITING_REPAIR,NOT_IN_USE,YES,NO,YES,NO_GAUGE,NO_RTM,,,ante vel ipsum,,
45670db0-6379-4b39-ad7a-e466a0957049,7d07fc4d-6c73-4136-a760-9fc4daa96025,11127949-28fa-44a4-a4bb-c3b23a1c9e3f,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1995,FUNCTIONING,NOT_IN_USE,UNKNOWN,UNKNOWN,UNKNOWN,NO_GAUGE,BUILD_IN,,,duis consequat,,
9f157d92-9ca5-464e-86d0-ce7481a6f4e7,a879ef50-e584-493d-9cfb-370015eb2f8c,38ebf5cc-0033-4efc-bba7-b02f92d8cf61,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2014,AWAITING_REPAIR,ACTIVE,YES,YES,YES,PAIRED,PAIRED,,,sit amet,,
6dc64bd9-3ae4-4c9c-b540-a381373f591e,3d8c3a5e-f9cb-4485-9db6-215d6f81ab1c,01be0e21-539d-4863-a07f-d2f7fe3f5103,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2009,UNSERVICEABLE,NOT_IN_USE,UNKNOWN,NO,YES,NO_GAUGE,NO_RTM,,,eu,,
27501918-3dd0-41ca-9a83-a64ef27d4e7d,f4ba3534-076c-4f2a-a160-a242ec4915a0,c960feb7-e30b-4cac-8bec-891dbd9cf7f1,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1978,AWAITING_REPAIR,NOT_IN_USE,YES,NOT_APPLICABLE,YES,PAIRED,BUILD_IN,,,leo odio,,
d0c5c2a4-9a60-4260-84ed-ab9469dc6e5b,94a980dc-cee5-4200-b9ca-3f026ee7230d,afa4dec7-bf81-4285-9e4a-6cd7a60f744c,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2010,AWAITING_REPAIR,NOT_IN_USE,NO,YES,NO,PAIRED,BUILD_IN,,,vestibulum aliquet ultrices,,
d80e8269-a254-4507-b087-2e4dc68b238c,9af57107-de39-4ecc-8a7d-36836768b0a5,909243cd-3244-438f-b0a4-694551757171,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1981,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,YES,NO,PAIRED,NO_RTM,,,ante ipsum,,
0398afb9-6518-4e06-a961-ba233fc79d55,b114a6f9-dbb6-4816-9cd5-450205f61729,36f3470e-d90e-494f-af6d-ce0dfe47999c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2011,UNSERVICEABLE,ACTIVE,UNKNOWN,UNKNOWN,NOT_APPLICABLE,BUILD_IN,PAIRED,,,sed,,
331f5f6b-1a26-4acd-8b94-c38078394fe1,3f6566e1-474d-423f-b892-080057d85da5,0643b3f8-8ec2-4f38-aef9-3ce1a9121d05,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2005,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,UNKNOWN,YES,NO,BUILD_IN,PAIRED,,,ultrices posuere,,
f9025827-e6df-4f94-8315-de725ed86a91,4fd8cfa9-84a5-4f46-8910-8f4c83627402,35bc61ab-bc5f-413e-9a3a-266ea62f11f5,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1995,FUNCTIONING,NOT_IN_USE,UNKNOWN,UNKNOWN,YES,PAIRED,PAIRED,,,donec odio,,
2306d210-6b8d-41a5-8d73-573f1fc35e20,fc29b8ea-f518-4ab1-a295-0f78e53d106d,a5b19043-00c0-4795-96d6-f70c2e950608,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1953,AWAITING_REPAIR,ACTIVE,NO,NO,YES,NO_GAUGE,NO_RTM,,,at turpis,,
492e7d14-703e-4718-8bc1-bf0e3b6a868c,be74662e-95ef-48ff-bb24-d404b57f52ad,d65e8698-b10d-429d-b05f-fe6ff432807c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1975,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NO,NO,UNKNOWN,BUILD_IN,PAIRED,,,sapien quis libero,,
e178647c-5ec7-4edc-bb11-53e71afc4e2a,3132af8c-08b4-4196-ba5d-b5adc5e01cd1,01d87f15-f9a1-47c2-ace0-75a1aa79f9bb,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1982,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,UNKNOWN,UNKNOWN,NO_GAUGE,NO_RTM,,,dui maecenas tristique,,
8d547c41-dd20-4eef-8244-4f03cda8dc35,a1863cd2-3d1d-4b31-a1b7-deecb23fec30,c960feb7-e30b-4cac-8bec-891dbd9cf7f1,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1983,UNSERVICEABLE,NOT_IN_USE,NO,NOT_APPLICABLE,UNKNOWN,NO_GAUGE,NO_RTM,,,dapibus nulla,,
20742c7e-b06d-4b95-9519-142f37a05357,17a44f9d-5413-4edc-9396-d73163ed6852,ba764b8f-d26a-4316-842c-d10a0bd83ed5,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1982,AWAITING_REPAIR,ACTIVE,YES,NOT_APPLICABLE,YES,BUILD_IN,PAIRED,,,congue,,
ecd57d0a-50f4-4703-add8-b360d75d8219,e3aadb3b-8403-4e73-b17a-b902c8df5281,bb80205d-9569-43ea-b0b3-b42e1887b4f2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1964,UNSERVICEABLE,NOT_IN_USE,NOT_APPLICABLE,YES,NOT_APPLICABLE,BUILD_IN,PAIRED,,,in purus eu,,
1ca5d757-3ea0-4d38-bad7-0eb1d2933d0c,cb450814-e8ba-4ad5-80bf-20bb62fc7091,9dfe35ef-b05f-4d75-9707-b5afdc488d8e,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1979,UNSERVICEABLE,NOT_IN_USE,UNKNOWN,NOT_APPLICABLE,NO,BUILD_IN,NO_RTM,,,justo,,
e546c60c-e5c2-4164-a9be-11acdd0c2b7c,83979dca-cebc-46d8-b2af-49f06b5ac351,d137c966-c380-4f09-8d1a-f15370ea902e,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1960,UNSERVICEABLE,NOT_IN_USE,NO,NO,NOT_APPLICABLE,BUILD_IN,PAIRED,,,tellus in,,
76aeb43b-c0ad-450f-b35d-aa8119bf06da,f8062f16-33e8-427f-9f12-50b402cf63b4,74bf64fc-5fce-4dfc-a303-d2bbb3c056a8,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1964,FUNCTIONING,NOT_IN_USE,NO,YES,YES,NO_GAUGE,BUILD_IN,,,vulputate elementum,,
faada456-25af-4871-a1b5-4ba74ed7b16b,00c57f2a-0d1a-4fba-8baf-ef69a99b340e,6deb2ed6-32a8-4de2-8022-7f2477ddec71,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1999,UNSERVICEABLE,ACTIVE,NOT_APPLICABLE,UNKNOWN,NO,NO_GAUGE,BUILD_IN,,,leo,,
ec7bdce7-0b33-4da1-91a8-d7036436b600,14767345-b3c1-48d2-b855-934fd41742e4,a75cf08e-8345-4cf3-82b6-b38f653fc961,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1977,FUNCTIONING,ACTIVE,NO,YES,YES,BUILD_IN,PAIRED,,,ipsum ac tellus,,
a1f69a94-e1aa-4734-92b4-5b4b2c0e2e7c,d04cd139-ea19-408e-9a1c-aa1fb03820a3,ff417ebc-aad5-4439-8cc6-606008d85c28,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1953,AWAITING_REPAIR,NOT_IN_USE,UNKNOWN,NOT_APPLICABLE,NO,NO_GAUGE,BUILD_IN,,,justo pellentesque,,
cad768f8-bbdf-4bab-89f0-8639b3f31613,a82a4ea2-7f81-4758-bf0c-b55c88ced39f,731936c2-b353-48bd-81a2-ebe881a1ac34,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1984,FUNCTIONING,NOT_IN_USE,UNKNOWN,NOT_APPLICABLE,UNKNOWN,BUILD_IN,PAIRED,,,molestie,,
fda8d0a2-0f61-4db6-aa75-47e58efe989a,2145610e-ee2c-4670-b940-09eb037ef70d,01274cf3-1bd0-4343-b375-393bfbe71b57,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1972,AWAITING_REPAIR,ACTIVE,YES,UNKNOWN,YES,NO_GAUGE,BUILD_IN,,,eleifend quam a,,
d23c8c92-66b5-4d0d-947e-cc8016de6419,1b68d8a8-c5b9-4e62-a0bc-b2d34a316f35,ffbb0f4a-dc6e-47db-8c49-e592308e0e63,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1972,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NO,YES,NO,PAIRED,NO_RTM,,,lacus curabitur,,
3870de26-b6bc-4020-8ba0-270c7a202305,18eb6fbc-2eaf-4cf0-98a1-43e3ca23c39b,2a89ecda-d9f9-4787-9c16-638eace77399,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2004,UNSERVICEABLE,NOT_IN_USE,YES,UNKNOWN,YES,BUILD_IN,NO_RTM,,,vel,,
04a614ee-3f9b-42b2-a7e8-90fd5e31ff65,f9292ad4-b257-4ff5-941f-74185fbdab47,bed54627-12f6-4c8e-8616-7364b56035bc,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1986,AWAITING_REPAIR,NOT_IN_USE,YES,UNKNOWN,NOT_APPLICABLE,PAIRED,PAIRED,,,sapien dignissim vestibulum,,
15d3e4f9-352a-46f0-b95c-daee62a9f9b1,121477b1-3ed9-48c6-a1de-6a6a20b502a4,141921c8-e5ed-46ef-83c6-1dd1e891562c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1960,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,NO,NOT_APPLICABLE,NO,NO_GAUGE,BUILD_IN,,,ipsum praesent,,
4480d162-8da6-4ce8-9805-3432222a6033,1e9a600f-3b85-4f60-9e52-36591217febf,167acdc7-687c-4c4c-8b7e-6af536977202,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1953,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,NO,NOT_APPLICABLE,PAIRED,PAIRED,,,in ante,,
e70eb10f-5c88-4da9-a7be-23954c4d7282,04e72574-f74a-4445-b59a-8b26bba29078,0a5b08e3-9fc5-414e-a6f7-95f9d5844519,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,2011,UNSERVICEABLE,NOT_IN_USE,YES,YES,NO,BUILD_IN,NO_RTM,,,at turpis,,
08605ea4-52f7-452b-8468-420a904fcec0,881c9ab8-4972-43a6-8883-58c678dd3421,bf3559e9-d52e-486f-a9f9-2aa85a813c91,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1955,FUNCTIONING,IN_STORE_FOR_ALLOCATION,NOT_APPLICABLE,YES,NOT_APPLICABLE,NO_GAUGE,PAIRED,,,natoque penatibus,,
f1ee1d05-eb2e-412a-8a78-ed1d35172197,3d35fd13-8b16-418f-88ff-441e00353cf5,2d65b215-cc66-4b02-8f0b-28d5052d55db,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1955,FUNCTIONING,NOT_IN_USE,NO,YES,NO,BUILD_IN,BUILD_IN,,,cubilia curae,,
88a09964-689f-41b4-8f9e-6f1a99ed2402,9779fb4b-ef99-44ab-8e6a-701c3327fa89,b438b3be-71f9-4b67-8317-d5949900355c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1997,AWAITING_REPAIR,IN_STORE_FOR_ALLOCATION,YES,NO,NOT_APPLICABLE,NO_GAUGE,NO_RTM,,,duis,,
c1193bdd-83a0-419a-b36c-9029d1eb7dbb,44cc8298-d553-42c8-8c00-14f083ec8d81,bebad849-b74e-4f66-8888-7c2f41b8e8d1,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1958,UNSERVICEABLE,NOT_IN_USE,YES,NO,NOT_APPLICABLE,NO_GAUGE,BUILD_IN,,,natoque penatibus et,,
fcf39cfd-0bd4-4542-9245-09e99412c4db,67796963-dac5-4014-b247-c017b94e213e,9b1d64e3-c8e6-459a-9342-0a2509f84d92,dce17f2e-af3e-40ad-8e00-3496adef44c3,,1995,AWAITING_REPAIR,NOT_IN_USE,NO,YES,UNKNOWN,NO_GAUGE,BUILD_IN,,,rhoncus aliquet pulvinar,,
0524a152-53be-444a-a7e4-869a70f8ce15,a82a4ea2-7f81-4758-bf0c-b55c88ced39f,8585b112-9be1-4e99-8ee9-6d988d95cffd,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1987,UNSERVICEABLE,IN_STORE_FOR_ALLOCATION,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,NO_GAUGE,PAIRED,,,diam id,,
631696d1-c1d4-41b6-974a-7e5509e9f19c,6113ff20-b7ae-40da-8791-624caed1a77a,7ef7e2fa-641b-4917-bd74-1621f1f1364f,10845cb9-d365-4aaa-badd-b4fa39c6a26a,,1982,AWAITING_REPAIR,NOT_IN_USE,NOT_APPLICABLE,YES,NOT_APPLICABLE,NO_GAUGE,NO_RTM,,,duis mattis,,
78acb105-23f7-441a-82aa-338e1c89b310,c86e5236-4cbb-4ae4-baa0-4945d79edbd2,adf58e4e-afe7-475d-b94f-017ff03ed696,dce17f2e-af3e-40ad-8e00-3496adef44c3,,2005,AWAITING_REPAIR,NOT_IN_USE,YES,NO,NOT_APPLICABLE,NO_GAUGE,BUILD_IN,,,fringilla,,
