id,fromPqsCatalog,equipmentCode,type,model,manufacturer,energySource,dateOfPrequal,storageTemperature,maxOperatingTemp,minOperatingTemp,energyConsumption,holdoverTime,grossVolume,netVolume,visibleInCatalog,archived
8cf3d117-b089-45c1-8736-dc55908cc9c4,true,0363-0590,a libero nam,UVQYH-9968-,Blick-Wolf,GASOLINE,2002,MINUS12,1,28,5.50kW/day,16,34,45,false,true
03571ea5-eec1-471b-b89b-3b7270478de7,false,52125-744,vestibulum,KNU-3423-,Farrell-Ankunding,SOLAR,2010,MINUS12,42,30,1.50kW/day,65,20,68,false,false
41efe849-0fd5-414d-bdbf-eb11d5ac7488,true,60505-3810,fusce congue diam,YJ-3-hdqmt,O'Kon-Towne,ELECTRIC,1964,MINUS14,7,9,5.24kW/day,18,26,19,false,true
113a8faa-af46-439f-96a0-d16fd8639ad7,true,65862-096,mauris ullamcorper purus,AUZ-417-g,Stehr Inc,ELECTRIC,1995,MINUS13,46,36,8.29kW/day,20,89,40,false,false
e014813f-d1e5-459c-96f2-4bcdf269bee0,true,50436-5559,id ornare,KCGL-577-ut,Ondricka LLC,GASOLINE,1982,MINUS2,36,24,7.33kW/day,34,74,27,false,true
243d3549-a335-4d05-9651-95722026a7ac,false,44946-1012,proin,OZS-19155-fo,Nolan-West,SOLAR,2003,MINUS17,35,-43,4.45kW/day,75,41,90,true,false
737d2c59-3050-4d28-92c3-e211c2b8f551,true,49349-747,ac neque,CSVFN-0455-yu,Wilkinson-Dooley,ELECTRIC,1961,MINUS19,45,-8,9.73kW/day,17,30,40,false,true
a71610ac-ab91-44fa-bc02-4d861cde94ea,false,65044-0778,justo morbi,COREB-5093-ebdhn,Lakin Inc,NOT_APPLICABLE,1993,MINUS20,-26,-16,7.97kW/day,58,88,27,false,false
c9d79c43-9ab1-42fc-9fb7-b4f6660fc005,true,66758-050,sodales scelerisque,UWSL-7-ob,Walter-Will,SOLAR,2009,MINUS6,25,18,2.15kW/day,52,75,59,true,true
acd77181-4abe-4048-bbcb-5b1004876890,false,0904-2244,sit amet erat,XR-7676-qvwx,"Medhurst, Jacobi and Daniel",SOLAR,1995,MINUS9,-50,44,2.01kW/day,9,81,50,true,false
eaa582ff-c9c3-4c6e-9270-0b3a57b279e4,false,52584-177,condimentum curabitur,IYCQM-8-b,"Padberg, Spencer and Turner",ELECTRIC,1960,MINUS19,-4,-12,4.54kW/day,89,26,12,false,true
ce2ce284-54b8-422c-987a-ef0f6ae772fd,true,54575-192,neque aenean,WU-02-lfxmi,"Beatty, Haley and Bauch",NOT_APPLICABLE,1997,MINUS2,-4,-29,6.59kW/day,9,75,96,true,false
42426e10-e684-44ee-96e7-c71294e897fc,true,48951-7016,ante,CWYPA-559-,Kutch Group,ELECTRIC,1958,MINUS2,-6,5,4.87kW/day,84,78,66,true,true
1901e15d-4f89-4dc9-8ce9-b7118dc731e9,false,49884-405,pharetra magna vestibulum,YCU-7001-qaonu,"Koelpin, Dibbert and Herman",NOT_APPLICABLE,1979,MINUS1,-19,-11,9.34kW/day,18,60,50,false,false
512809b5-a422-44d8-acde-b5f15b2943b5,false,37000-844,felis donec,BJT-66-,Gorczany LLC,ELECTRIC,1975,MINUS11,-22,-25,1.97kW/day,95,68,19,true,true
995251dc-1e8c-4dd4-831c-3aff36f6490f,false,48951-5009,elit ac,GRA-7-uynph,"O'Kon, Rolfson and Hansen",NOT_APPLICABLE,2017,MINUS12,45,-6,8.23kW/day,61,48,90,true,false
9c16b805-0bd0-4295-9dd9-605a6c1c584a,false,17089-235,ac,CVZR-61-yfsl,"Vandervort, Ward and Treutel",SOLAR,2013,MINUS6,7,34,3.52kW/day,36,35,99,false,true
adf58e4e-afe7-475d-b94f-017ff03ed696,false,59762-0222,placerat ante,PYG-10-ozhel,Brekke Inc,SOLAR,1975,MINUS5,-24,-23,9.09kW/day,26,2,44,true,false
42e3651d-c345-4bb6-b395-017dd75c9639,false,60760-078,vulputate,HNABX-72022-k,"Heidenreich, Johns and Schumm",NOT_APPLICABLE,1985,MINUS18,-37,43,8.60kW/day,62,43,92,false,true
742f83b6-c736-475e-ad90-6f3e47cf9fd5,false,67938-1169,libero quis orci,DZQ-4380-,Eichmann-Cartwright,NOT_APPLICABLE,2002,MINUS7,45,28,4.14kW/day,83,48,48,false,false
24d79d32-4975-487c-b074-8d83c11a79f0,false,65044-1342,curae duis faucibus,TSNEP-63339-ijem,McLaughlin LLC,ELECTRIC,2005,MINUS8,22,6,2.78kW/day,21,57,64,true,true
3826e2e3-878d-4afb-a4f6-2f1b5e0be627,false,47682-113,molestie,MJ-591-kml,Braun-Johns,SOLAR,1960,MINUS20,-6,14,2.33kW/day,72,70,21,true,false
f67577fe-ea95-4d0d-b0d8-4c7849440350,false,8290-3268,cum sociis natoque,QZ-0-oe,"Yundt, Farrell and Bashirian",SOLAR,2007,MINUS9,-1,-41,1.80kW/day,59,62,64,false,true
71ce40fd-3fed-4da1-a77f-cc9e4aaa390e,false,67296-0595,sed vel enim,GNZXE-8-u,"Wilderman, Waters and Kutch",ELECTRIC,1979,MINUS7,-33,21,4.22kW/day,13,66,44,false,false
f3bd0dc2-438a-4d61-89f3-9e3413d0f442,false,24794-100,accumsan tortor,SB-3582-,Stanton-Grimes,GASOLINE,1968,MINUS19,-34,15,7.38kW/day,71,85,55,true,true
11d6c295-a109-4453-8ef1-fccb02ece3f2,false,68788-9543,habitasse platea dictumst,ZDXEU-79-upth,Kunze LLC,SOLAR,1996,MINUS15,0,31,8.20kW/day,10,65,4,true,false
dfdb0643-f75b-44cf-992f-48ac2496866d,false,53622-001,mauris morbi non,YEVX-3625-ap,Marquardt LLC,GASOLINE,2016,MINUS16,-44,42,6.98kW/day,25,41,50,true,true
e65f13aa-eabd-4023-81f3-c06803bbd440,true,54868-4478,sapien in sapien,HW-231-kcwmg,"Greenfelder, Homenick and Hayes",GASOLINE,2011,MINUS14,27,-26,4.81kW/day,42,16,13,false,false
83402fe1-995e-46d1-91e0-c1bb43ed860c,false,57520-0123,orci vehicula condimentum,GE-634-,Goodwin-Berge,ELECTRIC,1955,MINUS2,-23,-47,3.46kW/day,0,11,70,false,true
c9015628-bd97-4767-8b7b-5638577e7726,true,11344-626,pellentesque ultrices mattis,WP-776-yhji,Hills LLC,ELECTRIC,1986,MINUS20,37,-19,9.34kW/day,82,39,1,true,false
7f6a980d-9f46-43ec-96b7-e53a7ae4f3e6,false,0395-0119,ullamcorper augue a,LTYZ-05218-mq,"Jones, Breitenberg and Becker",NOT_APPLICABLE,1955,MINUS20,-34,-44,9.79kW/day,17,78,51,true,true
0f71b473-9b70-4547-b086-412f32af7309,false,37012-004,morbi quis,UJ-7-,Rice LLC,ELECTRIC,2004,MINUS13,-4,48,4.41kW/day,2,56,69,true,false
51ebb399-f219-4657-a95a-f74ce7830f6d,false,64141-012,pellentesque,GLODS-12-wcm,Olson LLC,GASOLINE,2011,MINUS15,-12,-26,4.59kW/day,71,95,40,false,true
578c9143-6359-465e-aad9-f727b8062e4d,false,98132-745,mattis pulvinar,NU-19592-ztqxf,"Lockman, Turner and Leuschke",NOT_APPLICABLE,1965,MINUS7,-11,-10,1.16kW/day,52,23,11,true,false
f85cde09-9df4-4433-8b0c-3239d0981435,true,68647-131,in,AIWL-06202-,Wunsch and Sons,ELECTRIC,1959,MINUS17,11,-42,7.96kW/day,43,16,63,true,true
d5382d53-46c4-4f0e-9a66-1e4a63f44f6f,false,49349-947,nulla suspendisse potenti,ENQBP-964-fxyos,Bailey-Price,GASOLINE,1956,MINUS12,30,-46,2.44kW/day,11,81,92,false,false
a4139873-eef0-414d-b225-4c766f7e12d9,false,65862-167,mi sit,IA-3443-hak,"Durgan, Ziemann and Runolfsson",SOLAR,1975,MINUS6,-15,14,1.10kW/day,80,93,89,false,true
2bbd73c5-9579-4874-b0f4-49cafd2ec062,false,55154-2176,bibendum imperdiet,LT-806-nvq,"O'Hara, Herzog and Murray",NOT_APPLICABLE,1965,MINUS12,-10,28,6.36kW/day,46,17,24,true,false
0adbf012-a2af-4f24-a2b6-b47bb3f07ff0,true,68196-159,cras,KRYE-40388-m,"Gottlieb, Keeling and Gutmann",NOT_APPLICABLE,1959,MINUS2,32,43,2.59kW/day,19,94,20,false,true
01d87f15-f9a1-47c2-ace0-75a1aa79f9bb,true,68405-880,nulla suscipit,MUD-18-,"Kutch, Hickle and West",SOLAR,1985,MINUS17,-48,33,7.57kW/day,14,51,55,true,false
a42cf8ae-aa49-4e93-a51c-88c07d45c23f,true,41163-140,in hac habitasse,CMX-5468-a,"Cormier, Rolfson and Murray",GASOLINE,1999,MINUS4,-24,3,5.25kW/day,20,95,82,true,true
fa5cf12d-d6b3-4e1e-b5f5-315abd4444ed,true,63941-276,in,VJX-09-oma,Jaskolski Group,ELECTRIC,2017,MINUS18,41,-9,4.54kW/day,82,69,51,true,false
5b74c30e-a9ee-41a4-aebb-9c9423285891,false,49035-532,nulla,ZMWTP-54-d,Crooks Group,NOT_APPLICABLE,1996,MINUS2,-2,-25,3.01kW/day,11,99,35,false,true
79e60721-64a6-4448-9235-10466d4fa630,false,67544-848,elementum,URQA-19-qhbl,Metz LLC,ELECTRIC,1985,MINUS1,35,-25,1.32kW/day,43,50,60,true,false
77898972-4919-494d-b0e0-175186e5587e,false,53329-088,pede,CBE-9388-mzbe,Barrows LLC,GASOLINE,1972,MINUS3,9,15,9.07kW/day,65,55,29,true,true
4b7f2916-f6eb-4f0b-a9ea-586f6c683352,false,68382-794,leo,RONJ-90-vxya,Bahringer LLC,GASOLINE,1972,MINUS15,-50,44,2.74kW/day,74,8,98,true,false
347cb3a7-0885-4cad-b63f-8379bd998186,false,55910-038,lorem vitae,LSECO-2-l,Ward and Sons,NOT_APPLICABLE,1979,MINUS11,-8,26,6.49kW/day,64,61,59,true,true
1510507a-aed8-4985-9f37-a70e8c8ba168,false,0409-1276,congue,QEHL-4-j,"Marvin, Kris and Hodkiewicz",GASOLINE,2014,MINUS8,30,-6,5.60kW/day,26,75,67,false,false
a26be2eb-d019-4c1f-8ad7-af72d48e97b5,true,58443-0034,nulla suscipit ligula,YFI-643-gcm,Rippin-Weber,SOLAR,1967,MINUS11,46,-16,6.29kW/day,1,49,90,true,true
caac29cf-ec44-4a8c-a2bb-54187f116854,true,57520-0107,felis,TEPGR-6283-,Kovacek-Mertz,GASOLINE,1993,MINUS5,37,-23,9.33kW/day,6,75,22,false,false
d705f2af-931b-42a3-9f31-1cda2d14a691,true,54868-5338,nam,RGH-80-,Larkin LLC,ELECTRIC,1997,MINUS14,-32,10,9.16kW/day,34,59,0,false,true
300ed363-7626-4dd4-b1da-530baed51c76,false,51346-121,imperdiet,AJWC-7-,Schiller LLC,SOLAR,1963,MINUS6,40,-28,8.36kW/day,47,95,11,false,false
340aa145-5d71-41b4-b8fe-62cd59b68fcd,true,41167-0964,eu mi,HANB-44833-l,"Hoppe, Dicki and Watsica",SOLAR,1968,MINUS2,26,-7,7.91kW/day,9,24,63,false,true
f786c979-55c5-4e80-9033-689bb5544eef,false,63354-941,suscipit,ZVNB-53276-lumtk,Buckridge-Murray,GASOLINE,1986,MINUS17,-8,5,3.36kW/day,72,83,99,false,false
42f56bd8-8b8c-4f4b-8fe0-168db36ec7d0,true,11086-011,est et,ESQO-42-eurf,"Bode, Greenfelder and Raynor",NOT_APPLICABLE,1963,MINUS18,-15,1,9.00kW/day,9,13,34,false,true
92399d6d-834f-4e42-a84f-d1785e190ef9,false,50436-6752,fusce,TX-23-esk,"Moen, Sporer and Hilpert",GASOLINE,1999,MINUS4,-43,32,3.14kW/day,33,89,44,true,false
2d06c4f7-cfba-4086-852b-4f5be57861f9,false,55154-2091,diam nam tristique,EUIO-9037-ehg,Champlin-Haag,ELECTRIC,1977,MINUS2,11,-28,7.06kW/day,11,83,83,false,true
1c24ebc2-2d61-4b93-9b52-974b8093baf8,false,54868-5607,lacinia aenean sit,DZLFS-93-rcnqs,"Cassin, Reichert and Bauch",NOT_APPLICABLE,1992,MINUS10,40,-2,2.79kW/day,100,25,59,false,false
71d46953-cea4-412e-9d2a-07070497cd37,false,64762-871,tortor risus dapibus,FXG-4-,Torp-Bernhard,SOLAR,1996,MINUS3,-12,37,6.83kW/day,68,25,31,true,true
7845003a-9d58-48c8-b0d5-0a151142e3fd,true,63629-3646,nulla,UMR-8938-alnb,Renner and Sons,ELECTRIC,1978,MINUS13,28,-36,4.76kW/day,83,65,10,true,false
c74ee013-7c58-4a09-b43e-7d28c9530022,false,51346-080,in porttitor,EPCAX-7-v,Thompson LLC,GASOLINE,1952,MINUS15,-5,-50,1.97kW/day,89,31,55,false,true
8aa94ace-70d9-4d85-b803-15c62c1522e2,false,59779-081,lectus,EUZH-71076-,Rolfson-Ferry,GASOLINE,1969,MINUS17,-18,-43,0.61kW/day,78,46,70,true,false
a68c7062-83ef-4a6a-b03f-77c60352b154,false,68645-408,viverra,TK-12441-,"Maggio, Marks and Hirthe",SOLAR,1969,MINUS16,-41,29,3.63kW/day,51,34,69,false,true
6ca047b2-e2ac-405c-b65d-715c50dd0ed1,true,0008-0841,felis,VU-8480-lkot,"Satterfield, Labadie and Brekke",ELECTRIC,1978,MINUS7,-20,37,5.82kW/day,76,94,93,true,false
6eff689d-ba50-44ce-b6e2-b950442a4465,false,60289-050,vel lectus,CKM-1-tx,"Koch, Jaskolski and Lind",GASOLINE,1973,MINUS4,16,2,6.40kW/day,27,6,73,false,true
3782b0df-9af8-42ca-87a3-e7a7cd466cc6,false,63323-315,sapien,STY-464-mbvik,Cronin-Shields,ELECTRIC,1974,MINUS20,11,4,0.97kW/day,77,15,12,true,false
0ea30bd5-ffdc-4213-9cf4-12ed3d2406f5,true,11344-484,quam pharetra magna,HG-94460-gx,Luettgen Group,ELECTRIC,2000,MINUS11,35,-30,3.75kW/day,32,22,33,false,true
c4cb2cc9-1364-4d2f-8738-a5f0f9cfe4ef,false,0093-0292,a nibh in,AXNGS-6570-b,Rodriguez and Sons,NOT_APPLICABLE,2007,MINUS1,49,-6,2.11kW/day,21,50,11,false,false
23b4f675-a958-4c16-9965-74b89c515460,false,36987-1671,adipiscing,SVHPN-2880-wvyac,Donnelly-Terry,SOLAR,1996,MINUS12,48,33,2.64kW/day,34,25,98,true,true
a55f7dc1-bfa0-4cfb-b6d0-72d00604d9e8,false,0555-9066,pharetra magna,RVN-15998-lyix,Robel and Sons,NOT_APPLICABLE,2007,MINUS11,-45,-50,8.87kW/day,7,93,100,false,false
4ec77203-d245-4be6-bd92-350e1acb7989,false,48951-1005,cursus urna,LJDZ-55-rl,White-Waelchi,ELECTRIC,2012,MINUS16,-16,37,3.36kW/day,34,70,61,false,true
dede2a1a-ede2-4325-92f3-28d8682c5f8d,false,0363-9113,pede malesuada in,AELN-8-pg,Price and Sons,SOLAR,1966,MINUS2,18,-17,8.72kW/day,47,50,20,true,false
b1372b7c-e11b-4688-8805-8627e37295b3,true,42043-251,justo morbi ut,HAML-0-kjucs,Haley-O'Keefe,ELECTRIC,2002,MINUS19,48,-21,2.66kW/day,15,26,58,true,true
f8405050-0651-446a-9d56-37592af7c3f1,true,51706-509,tincidunt in,LDMA-787-hcv,Keebler-Ernser,NOT_APPLICABLE,1974,MINUS8,-8,-38,3.98kW/day,92,82,9,false,false
1c17f1e3-a9a8-47e9-83ef-855900545d11,true,36987-1852,pede,HRLY-171-,"Stokes, Kuphal and Collins",GASOLINE,2008,MINUS18,15,37,7.84kW/day,74,31,32,false,true
c2967c9d-8359-4eb8-848b-0d365e3ee762,false,50436-0121,eros elementum,QHAM-7022-k,"Beahan, Carter and Zulauf",ELECTRIC,2007,MINUS2,14,29,0.85kW/day,5,72,22,false,false
94e34fbe-04d6-4267-bef8-0564a4f4b510,true,55910-603,semper est quam,BLMFE-93828-fi,"Russel, Torphy and Wilkinson",GASOLINE,1956,MINUS20,27,-7,7.53kW/day,11,92,54,false,true
4ac133d3-ed2f-4824-8d6e-31357d35f61f,false,36987-1123,vivamus vel nulla,PW-1-unt,"Jones, Trantow and Johnson",ELECTRIC,1956,MINUS11,-2,0,5.06kW/day,31,72,73,true,false
db54099a-703c-4dfd-b042-30796334a230,true,55154-4944,lectus pellentesque,HLJN-3-xegh,"Swift, Hettinger and Greenholt",GASOLINE,1991,MINUS3,-13,41,5.17kW/day,60,36,52,false,true
7b79cda8-be09-4a22-a06d-7d578d685aa7,true,49288-0813,viverra eget,IAHTV-9-,Donnelly and Sons,NOT_APPLICABLE,1952,MINUS17,-43,-41,4.98kW/day,76,3,1,true,false
98e24e26-651c-4c3d-bd24-4184fff35f0b,true,21130-084,nibh in lectus,TOD-8470-ktlnx,Howell-Gleason,SOLAR,1978,MINUS7,41,-13,0.84kW/day,62,57,49,false,true
a9ef1f9c-6b3a-41d6-b90c-e57a5b905d5c,true,13668-003,eget elit sodales,JSORF-63-fb,Buckridge Inc,ELECTRIC,1967,MINUS14,50,38,8.82kW/day,76,9,24,true,false
184979dd-6e32-4e4a-9db7-c72fa4a34ec7,true,10736-012,vestibulum velit,HMGT-477-dq,"Hane, McLaughlin and Brekke",GASOLINE,2006,MINUS6,40,-1,6.13kW/day,53,29,48,false,true
10ef8008-9326-47c3-af1c-b0d97ea9ec2e,false,49643-312,sit,UG-92260-,Gusikowski Inc,GASOLINE,1979,MINUS10,41,-19,5.98kW/day,24,42,60,false,false
1828f942-0439-4d64-928c-c60814ae7795,false,36800-400,tellus nisi eu,JK-3-qv,Gerlach LLC,SOLAR,1979,MINUS4,-14,18,4.31kW/day,23,6,14,true,true
3b74f4e3-d704-4243-a2b4-7f0db0918453,false,0942-9395,posuere felis,HPUR-69-d,"Prohaska, Jenkins and McGlynn",GASOLINE,1994,MINUS13,-4,-4,1.60kW/day,26,68,35,true,false
7c103811-be0c-4bcb-8b85-1ed640cee549,true,58737-103,rhoncus aliquet pulvinar,GNECD-8-fcjob,Wisoky-Torp,ELECTRIC,1957,MINUS5,-6,-21,9.13kW/day,62,63,97,false,true
ef438164-45fa-4ddb-ba53-a87cd4eb1629,true,63629-3200,sed,CNMV-67-qlju,Lakin Group,NOT_APPLICABLE,1954,MINUS16,9,-39,6.62kW/day,45,55,28,true,false
84f2978c-bd97-4811-86c2-3802f249fb61,false,0942-6332,consequat,PATI-528-tdv,Howell-O'Conner,ELECTRIC,1969,MINUS6,-49,12,9.31kW/day,93,71,93,false,true
73e65df6-960a-4d05-9eee-fe2ec8c7a3bf,false,0363-0923,morbi non lectus,ALP-8-goet,"Gleichner, Nienow and Torp",SOLAR,2000,MINUS10,34,33,3.69kW/day,2,72,67,false,false
a686adf1-6b2e-4064-b480-03b0b909e5d7,true,16714-271,adipiscing elit proin,NES-4768-gab,Smitham-Koch,NOT_APPLICABLE,1952,MINUS4,26,41,4.63kW/day,54,10,41,true,true
b1ba0006-0b17-40bd-8881-fe00dd8b6f5f,false,0955-1016,ullamcorper,UREGQ-018-p,Powlowski LLC,GASOLINE,1982,MINUS17,35,-13,6.19kW/day,62,33,4,false,false
29d2f6d9-c236-46cb-a8d2-2dbd9f7f1a79,true,52815-001,tellus,XW-707-k,"Christiansen, Predovic and Roberts",SOLAR,1958,MINUS5,-31,28,3.86kW/day,88,21,8,false,true
38fa5680-bd9e-4c7e-bedd-85072985e2d0,true,0054-0236,congue,EJGV-4667-ibnk,Gutkowski LLC,SOLAR,1982,MINUS12,22,29,2.79kW/day,81,85,29,true,false
717f0e69-7250-4fb6-a5d2-5b3c69e16ced,true,55316-701,ac consequat,OQSRT-0143-ka,"Ernser, Schumm and Walker",GASOLINE,1973,MINUS13,50,-16,7.29kW/day,42,62,66,true,true
576f9e6f-f476-46a0-a9fa-6e70026eba15,false,0228-3116,proin eu,LRM-06-bljpv,"Schmeler, Jenkins and Abbott",SOLAR,2007,MINUS20,23,17,3.83kW/day,41,48,96,true,false
2dd7e304-e890-4656-ad96-25180431fd64,false,37000-283,amet lobortis,DGQ-9540-n,Veum-Goodwin,GASOLINE,1950,MINUS14,3,-7,7.25kW/day,76,10,1,false,true
5533d957-021f-4b6a-be8f-c2bec02f88d1,true,37808-335,erat nulla,NTY-0551-,"Hyatt, Pacocha and Mayert",SOLAR,1989,MINUS19,-15,-12,4.11kW/day,41,0,41,false,false
7bb15b6c-c01d-4097-8cea-bc63217768a6,true,55316-214,quis orci nullam,ZIABF-7-kec,Fadel-Parker,NOT_APPLICABLE,1960,MINUS8,16,-5,6.62kW/day,81,81,17,false,true
ed1fcd17-cd9f-44fc-97be-2e171483641b,false,53329-051,leo odio porttitor,QCSHM-510-p,"Kessler, Oberbrunner and Swift",NOT_APPLICABLE,1980,MINUS12,-3,27,0.63kW/day,52,66,15,true,false
ee318f82-1b96-4c77-b9e3-028e28aad68b,false,37000-365,aliquam erat volutpat,SQWP-34628-pc,"Herman, Bauch and Prosacco",SOLAR,1992,MINUS18,42,8,1.22kW/day,17,84,94,false,true
117bd366-3b75-41fc-a9de-8e5d88dfb949,true,0409-2168,nibh in quis,XARC-15-osl,"King, Dickens and Deckow",SOLAR,1954,MINUS4,-44,-13,9.77kW/day,66,20,37,true,false
dd49bf25-1b92-4267-963b-a79c934c552c,false,60429-109,ac nulla sed,QIF-020-vho,Dooley Group,NOT_APPLICABLE,1999,MINUS18,-46,-10,3.92kW/day,22,31,1,true,true
28b7813d-2bab-4cbb-a526-dc1a8ea6b5e3,false,58160-825,sit amet,VAWCG-05-pymjq,Bode and Sons,ELECTRIC,1971,MINUS15,-20,-9,2.69kW/day,39,20,34,true,false
3d78318c-18bd-498a-b564-643a8eea2d3d,false,0268-6738,vel,CDA-74-wdqor,Marks-Huel,SOLAR,2015,MINUS8,11,-44,4.98kW/day,63,7,96,true,true
dd823dc2-6ac2-403e-8088-0d6f34cbc3f2,true,55316-500,in,PHGRC-1-m,Heidenreich Group,GASOLINE,2005,MINUS16,47,-6,9.51kW/day,95,7,35,true,false
28ac55cd-189e-474c-bb3d-be7598aafb1f,true,54868-2877,ultrices libero,DP-67-pkz,Schowalter-Daugherty,GASOLINE,2013,MINUS5,44,31,7.44kW/day,18,54,30,true,true
fcd52a3d-99f8-4138-ac18-10e3c81e6be6,true,0641-6065,vel,HZJIW-11728-kqz,"Lemke, Hessel and Braun",NOT_APPLICABLE,1963,MINUS15,-21,5,1.36kW/day,13,58,73,true,false
1328eba2-0fea-4415-9dd0-513fd8a1044f,false,44911-0100,ligula,HFZI-45-,Eichmann-Hayes,NOT_APPLICABLE,1961,MINUS18,-50,17,5.39kW/day,44,84,45,false,true
0c3def35-1b56-4f39-9f78-725b17c247d7,false,0440-1385,sit,LFGSE-74316-r,Lueilwitz Group,GASOLINE,1957,MINUS1,-12,-23,5.11kW/day,97,91,13,true,false
f271b75f-f53d-4105-a1c8-a6350837736c,false,66129-144,vivamus vestibulum,SDWH-8583-iwqep,Turner-Lowe,ELECTRIC,2016,MINUS16,20,-21,1.36kW/day,97,22,91,false,true
7b130a74-a6ca-40c3-9c6a-cb68fa793c75,false,49035-083,arcu adipiscing molestie,ZJ-491-hg,Larkin-Welch,ELECTRIC,1958,MINUS13,27,6,0.64kW/day,97,49,67,false,false
a5b71868-99a8-46e3-a86b-189dd636cc8c,true,0781-9225,nunc purus,FEK-0-g,Harber-Rowe,SOLAR,1972,MINUS15,-36,-43,9.89kW/day,25,24,70,false,true
a208e54f-2abb-42f4-bc65-b4595b45bf1d,true,55154-5325,ipsum aliquam,ICOW-743-sg,"Goldner, Ferry and Murphy",ELECTRIC,1962,MINUS4,-28,22,5.60kW/day,1,66,9,false,false
2151a76a-dd87-4b24-a2e2-8e4a03a995c7,false,55154-1280,sit amet eleifend,GLN-2-flkwe,Cruickshank-Willms,ELECTRIC,1963,MINUS10,-24,18,3.84kW/day,36,77,28,false,true
ae6020a5-1e16-47ad-a197-aebb663d0acf,true,58443-0018,velit nec,HSWF-52042-tzemx,Schmeler and Sons,ELECTRIC,2005,MINUS13,-11,-17,6.37kW/day,87,54,31,false,false
4585bc5d-5e33-43e1-93f0-05186b3692d1,false,41520-911,orci luctus et,OAB-0596-edxy,Rosenbaum LLC,SOLAR,1999,MINUS2,6,18,6.14kW/day,81,95,59,false,true
4fa2571b-c0e7-4b23-bdac-4ff76e6d0ae3,false,11673-422,id nulla ultrices,XKSG-79-l,Wehner-Auer,SOLAR,2017,MINUS6,-5,-48,5.47kW/day,88,24,15,false,false
57bb1392-b9a1-45ac-b37b-3517c14620c1,true,59316-205,leo rhoncus,BQC-738-hzg,Strosin and Sons,GASOLINE,2017,MINUS17,-49,-25,6.96kW/day,23,73,33,true,true
2d9c585b-1136-4390-a6b1-c8fb811ecdd2,true,68196-117,habitasse,FQOHN-8-kl,"Wolff, Fisher and Bergnaum",SOLAR,1977,MINUS6,-17,8,2.57kW/day,40,3,72,false,false
7f320d4c-b294-4f1a-934a-93f3a3c41f33,false,11410-812,nisi venenatis tristique,AV-6186-rgufs,Wiegand-Kiehn,NOT_APPLICABLE,1975,MINUS14,-13,-35,3.64kW/day,38,99,10,true,true
348cd66e-af98-40b0-b9c8-c1a53ec6b33f,false,54868-5995,tincidunt eget tempus,QRULH-608-ugk,Cormier and Sons,NOT_APPLICABLE,2004,MINUS12,-24,16,3.73kW/day,7,81,17,true,false
acb03a89-9871-4256-969e-08bc078cbd8b,false,30142-080,accumsan odio,WUYFP-14-wrzd,Schmeler Inc,NOT_APPLICABLE,1994,MINUS6,10,28,0.77kW/day,97,71,44,false,true
01be0e21-539d-4863-a07f-d2f7fe3f5103,true,58232-4034,erat id,WSJQ-5867-lfd,Hane LLC,GASOLINE,2013,MINUS17,40,-29,4.81kW/day,41,66,95,false,false
9a950eff-a443-4b7d-986a-3143d4605ab5,false,55566-1501,molestie hendrerit,UVEB-752-eqiuj,Corwin-Steuber,NOT_APPLICABLE,1976,MINUS12,43,7,8.99kW/day,0,90,81,false,true
f8220341-bcd5-4158-8114-c84145c56787,false,58231-001,pede justo,VHP-10-,Goldner LLC,SOLAR,1979,MINUS16,-45,6,6.88kW/day,16,13,2,true,false
e429ac48-446e-4287-a05e-2e77c78e0aa3,true,49967-456,vulputate vitae,JPGY-8-egb,Roob-Keeling,NOT_APPLICABLE,2016,MINUS18,-37,-6,2.56kW/day,35,53,35,false,true
6ee821c3-b016-4157-8b32-ac2e03d20758,false,62750-036,id nulla ultrices,DSMZ-5-lgys,Veum Group,GASOLINE,1997,MINUS9,41,-30,9.68kW/day,57,41,72,false,false
fea8dd79-1e72-48fe-bd93-32b2f35e8873,false,33261-131,dui proin leo,RB-63730-vlaer,Hessel Group,GASOLINE,1997,MINUS20,38,-29,6.01kW/day,66,92,31,false,true
8a11ba2e-6f1f-4296-9bd7-cdaafc41cb34,false,0113-0645,sapien,XES-966-wlk,Predovic Inc,ELECTRIC,1981,MINUS1,17,-42,8.48kW/day,57,90,97,false,false
7d8e2996-075f-424f-9f6d-01080aa9478b,false,42199-002,sollicitudin vitae consectetuer,NHYKP-35988-rh,Champlin-Fahey,NOT_APPLICABLE,1987,MINUS10,36,27,9.13kW/day,46,34,85,false,true
1f56da4b-e407-4ab7-88d4-61ab4259fa7a,false,21695-939,odio,IT-8223-,"Romaguera, Stoltenberg and Romaguera",GASOLINE,1977,MINUS13,-47,40,1.85kW/day,54,45,51,false,false
7ad1323f-3adc-4cc0-8286-1e8ab9bd064b,true,0781-2102,primis in,TVWLM-8798-jabtv,Jenkins-Maggio,GASOLINE,1969,MINUS12,0,47,2.17kW/day,57,38,21,false,true
87995237-7b9e-4ea5-bc62-c2f73183a7f3,false,60429-570,in felis,UBGS-38503-mey,"Kuphal, Mayer and Langosh",ELECTRIC,1977,MINUS16,-45,35,9.86kW/day,95,49,90,true,false
